time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
4.885985,-2.159991,-8.586614,0.956534
4.925823,-4.371199,-5.127002,1.519423
4.955701,-10.065519,-1.788742,1.558979
4.985580,2.810561,-0.888731,3.094329
5.025417,4.268141,-0.228354,-1.760607
5.055296,6.056244,0.433510,-0.556450
5.085174,0.806430,2.375210,-0.140121
5.125012,-3.228434,3.052867,-2.029359
5.154890,2.089226,2.284385,-0.082755
5.194728,8.922083,-4.013944,0.513997
5.224606,4.004063,-2.152644,0.776241
5.254485,-5.984251,-0.871618,-1.173743
5.294323,-1.975434,-1.744315,1.631316
5.324201,-4.166981,1.489768,0.124787
5.354079,-4.062671,3.989055,-0.227154
5.393917,2.358944,7.151988,-2.764725
5.423795,7.527171,9.091683,-2.525272
5.453674,8.045102,9.598599,-0.802689
5.493512,5.461049,7.714497,2.354608
5.523390,1.879145,6.129502,1.858677
5.553268,0.869838,4.223523,1.536547
5.593106,0.281336,1.929397,0.562507
5.622985,-0.843106,-0.121357,-0.223741
5.652863,-1.326250,-2.422171,-0.186047
5.692701,-4.527029,-5.521152,0.103742
5.722579,-5.401597,-6.062367,0.034394
5.752457,-4.652753,-5.882111,1.521347
5.792295,-2.616601,-5.534766,0.364835
5.822174,1.032809,-5.899586,0.522965
5.852052,0.274143,-5.698905,-0.195511
5.891890,-1.506936,-4.473417,0.205415
5.921768,2.192138,-5.494887,0.359852
5.951647,-2.820905,-3.555515,-0.346970
5.991484,9.533990,0.780058,0.253876
6.021363,6.086511,-1.661791,-2.289232
6.061201,-3.524422,0.444056,1.790000
6.091079,-5.122076,0.545795,-0.372643
6.120957,-2.380161,0.250952,-0.389034
6.160795,1.381326,0.336689,0.035233
6.190674,2.708504,0.381495,0.506425
6.220552,1.829634,1.463180,-0.539890
6.260390,1.704436,1.981776,-1.285910
6.290268,2.042900,3.132107,-1.040391
6.320146,1.789610,2.531339,-0.921263
6.359984,0.837456,2.697954,-0.942812
6.389863,1.192125,2.103108,-1.696760
6.419741,1.582102,1.595722,-1.408082
6.459579,1.027339,1.795306,-1.219148
6.489457,-0.089559,2.048653,-1.168310
6.519336,-1.269759,1.776680,-1.223734
6.559173,-1.067351,0.659141,-1.512591
6.589052,-1.097353,0.241908,-1.451841
6.618930,-0.420781,-0.027658,-1.415752
6.658768,-0.154934,-0.629011,-1.283423
6.688646,-0.094112,-1.052925,-1.224800
6.718525,0.232809,-1.416440,-1.216918
6.758363,0.961571,-1.845104,-1.253216
6.788241,0.915054,-2.126501,-1.395081
6.828079,1.721747,-2.479439,-1.644842
6.857957,2.642602,-2.440734,-1.405227
6.887836,2.466821,-2.356893,-0.774104
6.927674,-0.290894,-2.270597,-1.148687
6.957552,-1.263333,-1.977006,-1.312186
6.987430,-1.323731,-1.450653,-1.331125
7.027268,2.534618,-1.371075,-0.807968
7.057147,4.800795,0.524037,-0.981223
7.087025,5.111531,0.284155,-0.070466
7.126863,0.174010,-0.679410,0.186338
7.156741,-0.794677,-1.367073,0.368723
7.186620,0.459034,-1.773590,0.289236
7.226457,2.329878,-2.078574,0.471132
7.256336,2.997814,-2.498858,0.299361
7.286214,2.485593,-2.900670,0.146495
7.326052,3.231494,-2.563928,-0.274909
7.355930,3.575431,-2.399054,-0.515614
